0.000000000000000000e+00 8.999644937601525285e-01
2.699999999999999969e-02 9.104543280704531227e-01
5.399999999999999939e-02 8.878381926095175736e-01
8.100000000000000255e-02 9.111105483598792576e-01
1.079999999999999988e-01 9.094574615752749613e-01
1.350000000000000089e-01 8.859082800856680207e-01
1.620000000000000051e-01 9.037441154413919930e-01
1.890000000000000013e-01 9.131001037310076951e-01
2.159999999999999976e-01 8.876567927776162215e-01
2.429999999999999938e-01 8.520981762240558144e-01
2.700000000000000178e-01 9.181832178440582082e-01
2.969999999999999862e-01 8.965048412562826030e-01
3.240000000000000102e-01 8.972863263227973674e-01
3.509999999999999787e-01 9.079959292146436711e-01
3.780000000000000027e-01 9.024532783987907480e-01
4.049999999999999711e-01 8.649919032238093664e-01
4.319999999999999951e-01 9.165682329434560183e-01
4.590000000000000191e-01 9.370249459824976368e-01
4.859999999999999876e-01 8.687153098775058924e-01
5.130000000000000115e-01 9.023890829647476242e-01
5.400000000000000355e-01 9.114249796616229471e-01
5.669999999999999485e-01 9.133970431475540996e-01
5.939999999999999725e-01 9.088456109963330976e-01
6.209999999999999964e-01 9.007775101573729515e-01
6.480000000000000204e-01 9.173740718032422636e-01
6.750000000000000444e-01 9.093919850038557628e-01
7.019999999999999574e-01 8.864596213996406293e-01
7.289999999999999813e-01 9.113149102453239614e-01
7.560000000000000053e-01 9.274380921958329527e-01
7.830000000000000293e-01 8.981499708554600003e-01
8.099999999999999423e-01 9.056707238261537674e-01
8.369999999999999662e-01 9.023558650671120729e-01
8.639999999999999902e-01 9.318324818930527886e-01
8.910000000000000142e-01 9.250027613860311027e-01
9.180000000000000382e-01 9.185081105143542146e-01
9.449999999999999512e-01 9.223509449898418255e-01
9.719999999999999751e-01 9.088535400064656766e-01
9.989999999999999991e-01 8.872305061279958105e-01
1.026000000000000023e+00 9.038789311934891657e-01
1.052999999999999936e+00 8.566038846315882083e-01
1.080000000000000071e+00 8.952483478909539771e-01
1.106999999999999984e+00 8.757655281353793342e-01
1.133999999999999897e+00 9.032137343480489688e-01
1.161000000000000032e+00 8.947141379535616945e-01
1.187999999999999945e+00 9.015768664652653586e-01
1.215000000000000080e+00 9.270426126133878286e-01
1.241999999999999993e+00 9.065491443867262911e-01
1.268999999999999906e+00 9.220349544295823874e-01
1.296000000000000041e+00 9.280618996483528393e-01
1.322999999999999954e+00 9.218539683174514776e-01
1.350000000000000089e+00 8.941760717574025463e-01
1.377000000000000002e+00 8.800664573760065279e-01
