2.000000000000000000e+03,9.830018001971215780e-01
4.000000000000000000e+03,9.444260971010579597e-01
6.000000000000000000e+03,9.038893858550628435e-01
8.000000000000000000e+03,8.618120327956794169e-01
1.000000000000000000e+04,8.177296746813946804e-01
1.200000000000000000e+04,7.714287260176138084e-01
1.400000000000000000e+04,7.252708089396951996e-01
1.600000000000000000e+04,6.824853818752220080e-01
1.800000000000000000e+04,6.390355409636354622e-01
2.000000000000000000e+04,5.965803507699084518e-01
2.200000000000000000e+04,5.559331346153219000e-01
2.400000000000000000e+04,5.171314784616234395e-01
2.800000000000000000e+04,4.446754600331228602e-01
3.200000000000000000e+04,3.762441235194524669e-01
3.600000000000000000e+04,3.194453756954545587e-01
4.000000000000000000e+04,2.687397769173766049e-01
4.400000000000000000e+04,2.272874565426322713e-01
4.800000000000000000e+04,1.902723229452248643e-01
5.600000000000000000e+04,1.283843744089392946e-01
6.400000000000000000e+04,8.774746408049600987e-02
7.200000000000000000e+04,6.272279010448765513e-02
8.000000000000000000e+04,5.642633682927858385e-02
8.800000000000000000e+04,5.383526592948820189e-02
9.600000000000000000e+04,4.966251694280623963e-02
1.120000000000000000e+05,3.974294162767216809e-02
1.280000000000000000e+05,1.397930410040142124e-02
1.440000000000000000e+05,-6.917916988999593675e-04
1.600000000000000000e+05,-1.860676174627038867e-03
1.760000000000000000e+05,1.915529239357173508e-02
1.920000000000000000e+05,3.385476718340352242e-02
2.240000000000000000e+05,3.870496146824944916e-02
2.560000000000000000e+05,3.550907177898304790e-02
2.880000000000000000e+05,3.670511345489976818e-02
3.200000000000000000e+05,2.246522602500403143e-02
3.520000000000000000e+05,1.257361447944629895e-02
3.840000000000000000e+05,1.803246499000950298e-02
4.480000000000000000e+05,1.039181327846625674e-02
5.120000000000000000e+05,-3.545083825501196828e-02
5.760000000000000000e+05,4.601039128220494462e-03
6.400000000000000000e+05,2.855180847281830370e-31
