5.902571999999995751e+04 4.827426520019263262e+04 4.211923089210305625e+04 3.738244468438515469e+04 3.234687284187178375e+04 2.868827999999998792e+04 2.576823441603517858e+04 2.367336738383289776e+04 2.168476574901557615e+04 2.012715531561479656e+04 1.900020000000000073e+04 1.793361492335162620e+04 1.712520558396479464e+04 1.668467249262278710e+04 1.647833051700954820e+04 1.640099999999998181e+04 1.647833051700959186e+04 1.668467249262276528e+04 1.712520558396480919e+04 1.793361492335164439e+04 1.900020000000000800e+04 2.012715531561480384e+04 2.168476574901558342e+04 2.367336738383290503e+04 2.576823441603518950e+04 2.868827999999995882e+04 3.234687284187171099e+04 3.738244468438521289e+04 4.211923089210301987e+04 4.827426520019261079e+04
6.017815999999996711e+04 4.927655257307081774e+04 4.190034967750089709e+04 3.688341472582562710e+04 3.154623458797590501e+04 2.871588000000004104e+04 2.584004810480019660e+04 2.354737799159375572e+04 2.163821284434448535e+04 1.997802527417442616e+04 1.902715999999999985e+04 1.789310837077026008e+04 1.734907189519979147e+04 1.673428106456511523e+04 1.644244289017872143e+04 1.627752000000000044e+04 1.644244289017870688e+04 1.673428106456512978e+04 1.734907189519979875e+04 1.789310837077026736e+04 1.902715999999998894e+04 1.997802527417440433e+04 2.163821284434447443e+04 2.354737799159377028e+04 2.584004810480017113e+04 2.871587999999996828e+04 3.154623458797587227e+04 3.688341472582559072e+04 4.190034967750095529e+04 4.927655257307079592e+04
5.854232000000006519e+04 4.876910397318463220e+04 4.163725310778256244e+04 3.680599173241190147e+04 3.211569164351161453e+04 2.872591999999999098e+04 2.591966639843988014e+04 2.382075639502258491e+04 2.178037482476448349e+04 2.022384826758809868e+04 1.914344000000001324e+04 1.802359423607657664e+04 1.730937360156010254e+04 1.677962539571618981e+04 1.654344042394138523e+04 1.626151999999999134e+04 1.654344042394138160e+04 1.677962539571619345e+04 1.730937360156012437e+04 1.802359423607658391e+04 1.914344000000000233e+04 2.022384826758806958e+04 2.178037482476448349e+04 2.382075639502259946e+04 2.591966639843989105e+04 2.872591999999997279e+04 3.211569164351157451e+04 3.680599173241189419e+04 4.163725310778247513e+04 4.876910397318467585e+04
6.007000000000000000e+04 5.030046382676619396e+04 4.095450926777601853e+04 3.631056882269617927e+04 3.196962848959443727e+04 2.851335999999995693e+04 2.579165359737261679e+04 2.338496353573670058e+04 2.188900330161548482e+04 2.026195117730382844e+04 1.883752000000000407e+04 1.811434189179685200e+04 1.720774640262734465e+04 1.682247074570021141e+04 1.639453894101408514e+04 1.642456000000000131e+04 1.639453894101410333e+04 1.682247074570020777e+04 1.720774640262733374e+04 1.811434189179685200e+04 1.883752000000000771e+04 2.026195117730379570e+04 2.188900330161549937e+04 2.338496353573670422e+04 2.579165359737264953e+04 2.851336000000002241e+04 3.196962848959436087e+04 3.631056882269620110e+04 4.095450926777602581e+04 5.030046382676623034e+04
5.664035999999999331e+04 4.993176286051529314e+04 4.174715075266719214e+04 3.674682373294077843e+04 3.214569239186987397e+04 2.875260000000002401e+04 2.611456653040465972e+04 2.365137696021966622e+04 2.173258792003651979e+04 2.028569626705924020e+04 1.884707999999997992e+04 1.802496267781619099e+04 1.725875346959537637e+04 1.679929750144880381e+04 1.647948893542635051e+04 1.632395999999999549e+04 1.647948893542639416e+04 1.679929750144880381e+04 1.725875346959536546e+04 1.802496267781620190e+04 1.884708000000000538e+04 2.028569626705921837e+04 2.173258792003654889e+04 2.365137696021968804e+04 2.611456653040463789e+04 2.875259999999997672e+04 3.214569239186984851e+04 3.674682373294075660e+04 4.174715075266720669e+04 4.993176286051529314e+04
6.173984000000003289e+04 4.783205100202998437e+04 4.216323177853890229e+04 3.645465870794202056e+04 3.173307981948536326e+04 2.900860000000002401e+04 2.587100550300221948e+04 2.371873353252496236e+04 2.163290149812593154e+04 2.019254129205795471e+04 1.890475999999999476e+04 1.794585034482100673e+04 1.734067449699781355e+04 1.673936512062400652e+04 1.638982690384975285e+04 1.640560000000000582e+04 1.638982690384978923e+04 1.673936512062401016e+04 1.734067449699780627e+04 1.794585034482099582e+04 1.890475999999999840e+04 2.019254129205796926e+04 2.163290149812597883e+04 2.371873353252497691e+04 2.587100550300216128e+04 2.900860000000002401e+04 3.173307981948534143e+04 3.645465870794199873e+04 4.216323177853888046e+04 4.783205100202991161e+04
5.729772000000000116e+04 4.855607008447995759e+04 4.195587449579575332e+04 3.717464947477995884e+04 3.237369564287540925e+04 2.888080000000000655e+04 2.580771938930577744e+04 2.389415003627623810e+04 2.176109256371624360e+04 2.015683052522004073e+04 1.902288000000000102e+04 1.813666593190594358e+04 1.730592061069424017e+04 1.678211394733787529e+04 1.637905729761254224e+04 1.632723999999999251e+04 1.637905729761254224e+04 1.678211394733784618e+04 1.730592061069424017e+04 1.813666593190594358e+04 1.902288000000000102e+04 2.015683052522002254e+04 2.176109256371622541e+04 2.389415003627621627e+04 2.580771938930574834e+04 2.888079999999997017e+04 3.237369564287541652e+04 3.717464947477996611e+04 4.195587449579573877e+04 4.855607008447998669e+04
5.800040000000007421e+04 4.888458096251195821e+04 4.234478846750933008e+04 3.710195824118544988e+04 3.201256272903222271e+04 2.858136000000002969e+04 2.584236879577654690e+04 2.380571759716781526e+04 2.181672965473986187e+04 2.024424175881455812e+04 1.888399999999999272e+04 1.802509798171389048e+04 1.716383120422345382e+04 1.664224345860635731e+04 1.648851914871851841e+04 1.632359999999999673e+04 1.648851914871854387e+04 1.664224345860636095e+04 1.716383120422344655e+04 1.802509798171391958e+04 1.888400000000002547e+04 2.024424175881455085e+04 2.181672965473986915e+04 2.380571759716784436e+04 2.584236879577652871e+04 2.858135999999999694e+04 3.201256272903225909e+04 3.710195824118540622e+04 4.234478846750930825e+04 4.888458096251195821e+04
5.761164000000005035e+04 4.905934934007432457e+04 4.178519755156327301e+04 3.658798263996453898e+04 3.228572565412681070e+04 2.874188000000001193e+04 2.611626158992100682e+04 2.364795088441568078e+04 2.176865615479273038e+04 2.033033736003546073e+04 1.916676000000000568e+04 1.798765354737534653e+04 1.718021841007900366e+04 1.679896622813467911e+04 1.650346063951720498e+04 1.646756000000001586e+04 1.650346063951721590e+04 1.679896622813467911e+04 1.718021841007901457e+04 1.798765354737532834e+04 1.916675999999998021e+04 2.033033736003547892e+04 2.176865615479271582e+04 2.364795088441564440e+04 2.611626158992098135e+04 2.874187999999998647e+04 3.228572565412676704e+04 3.658798263996446622e+04 4.178519755156325846e+04 4.905934934007425181e+04
5.412068000000007305e+04 4.845869191008934285e+04 4.257955781972973637e+04 3.766156058068823768e+04 3.182217276194488295e+04 2.935735999999998603e+04 2.604527870260797499e+04 2.400009819277090719e+04 2.179023512132616088e+04 2.035519941931175708e+04 1.907264000000000669e+04 1.805697829196077510e+04 1.735708129739206925e+04 1.670267160517893353e+04 1.652279429699925095e+04 1.631467999999998938e+04 1.652279429699924731e+04 1.670267160517897355e+04 1.735708129739206925e+04 1.805697829196076418e+04 1.907264000000000306e+04 2.035519941931172798e+04 2.179023512132614269e+04 2.400009819277091447e+04 2.604527870260796044e+04 2.935735999999999331e+04 3.182217276194483566e+04 3.766156058068823768e+04 4.257955781972971454e+04 4.845869191008932830e+04
