1,1,1,1
2,0.904813324498622,0.849679067346195,0.609146687558917
3,0.825457008179394,0.740664720724204,0.391481916562479
4,0.760292609208746,0.652542207943719,0.256966052121812
5,0.703343619596621,0.581288105465155,0.179496855137608
6,0.652456541859807,0.521907364534986,0.136240694673477
7,0.604681095897874,0.472674173015994,0.127458486793186
8,0.562111638448605,0.426592645277074,0.1255569067705
9,0.525100570012882,0.384266770138442,0.113172295320066
10,0.490353627946716,0.344615499159772,0.104739049953223
11,0.457574814523989,0.30315316675847,0.1014176454839
12,0.427390334992381,0.266930521744314,0.0952979729539383
14,0.372753860543141,0.199698393726527,0.0641718198450131
16,0.32421817879349,0.150041300617346,0.0379026430849539
18,0.281260195923291,0.128988989039193,0.022759679773184
20,0.246345817765473,0.101996481298145,0.0138785553220191
22,0.214211039345022,0.0644118493476348,0.0257523047753131
24,0.189441136419296,0.0380468932242624,0.0142999870138638
28,0.139992444784286,0.0165646578002151,0.00388885855191572
32,0.0863839949951449,-0.0067569017994514,-0.00606365386423714
36,0.0422156090353036,-0.0255438048964165,-0.00311658886562398
40,0.0117615221511084,-0.0444617394544907,-0.00703082727508752
44,-0.0175337290235688,-0.0626949128314124,-0.00901071384554235
48,-0.0343917599241999,-0.0648449832098983,-0.00533542495186007
56,-0.0460117168063351,-0.0361645832362923,-0.0196139249629099
64,-0.042290594973344,0.00437841092719289,-0.0139253795856472
72,-0.0397804018607728,-0.0018363480053669,-0.0038605895038882
80,-0.0400898438675162,0.0020079404271928,-0.000730298963413895
88,-0.034013451611248,0.0326052132662166,0.0273354358033552
96,-0.0251142385079181,0.046777482992266,0.0217815586851416
112,-0.00602561323476795,-0.0127788055102108,0.00668329538724028
128,0.000340533961188203,-0.0550296868530753,0.000707030400403824
144,0.00598210275132525,-0.0356450674827492,-0.0108977438439963
160,0.00501614187596978,0.00284942808728599,0.00111828314167128
176,0.016162573714383,0.00787977946820967,0.00721871455793233
192,0.0308937804570812,0.0242460310433511,0.029914682976261
224,-0.0189062764348778,-0.0121338160368064,0.0124021714998851
256,-0.0241031203393554,-0.0305476042766266,-0.00394391048962668
288,-0.0500040698328413,0.0112683339153756,-0.0176027441272496
320,-0.0887327773048965,-0.0438866566370892,-0.0245880122470038
352,0.0069683509606783,0.00380332355256305,0.00240714106963883
384,-0.0121359446337887,-0.000128107876423192,-0.00124170214956263
448,-0.0294332551687774,0.0123340216066565,-0.0141274750802994
512,-0.022342865553028,0.00161519009884055,-0.00985078311824653
576,-0.0342204314716742,-0.00234269899969308,-0.00937442761569468
640,-0.000599667939707967,-0.0124124004986708,-0.00192713270526194
704,0.032053111904323,-0.00103296522799673,-0.00988869693116396
768,-0.00336832932379613,-0.00445068628306431,-0.00305979850415578
896,0.0104324957222543,-0.00515078582908228,0.00531681262162533
1024,-0.00731602988401474,-0.0157761719812206,-0.00415962745297171
1152,0.0139157900092638,0.00737529915947461,0.00258184842285475
1280,-0.0023467433196622,0.00150070301829635,-0.00397806769444211
1408,-0.0250231908338599,0.00203115515127406,0.00671801102880655
1536,-0.00167755173943286,-0.0130341083698984,-0.00345475053250235
1792,0.0112081424498846,0.0158435485954342,-0.00572369457780459
2048,-0.0112490691584697,-0.0114454647317647,0.00264513257449554
2304,-0.0013664882068474,-0.00530004174078216,0.00122889561116573
2560,0.0296426916088247,0.0225268206016687,0.00620369612266499
2816,-0.0362431488839058,-0.00871230222250597,-0.011363755214201
3072,-0.00552092314332585,0.00725561063121664,-0.00511771602843288
3584,-0.00162249644701566,0.0018006946937918,0.00982217700451821
4096,-0.0124719109879881,-0.0156628413370972,-0.00486013948839679
4608,0.00880586835987705,-0.00454316311265825,0.00457494770361455
5120,-0.00846421094453261,0.00990268406891415,-0.00707039008311606
5632,0.0120913019515631,0.0107188934201916,0.007987934230109
